"group","subject","blockcode","trialcode","trialnum","values.stimulus","response","correct","latency"
"2","2","encoding","encoding","1","Bench_Black.jpg","37","0","1201"
"2","2","encoding","encoding","2","Toy_Firetruck.jpg","36","0","1758"
"2","2","encoding","encoding","3","Jug_Wicker.jpg","36","0","880"
"2","2","encoding","encoding","4","Cake_Cheese.jpg","36","0","930"
"2","2","encoding","encoding","5","CigarCase.jpg","36","0","1488"
"2","2","encoding","encoding","6","Egg_Chocolate.jpg","36","0","1111"
"2","2","encoding","encoding","7","RibbonSpool.jpg","36","0","1157"
"2","2","encoding","encoding","8","Mitt_Oven.jpg","36","0","903"
"2","2","encoding","encoding","9","Suit_Women.jpg","36","0","1746"
"2","2","encoding","encoding","10","Locomotive.jpg","37","0","1108"
"2","2","encoding","encoding","11","Puffin.jpg","37","0","854"
"2","2","encoding","encoding","12","Toy_DonkeyPlastic.jpg","36","0","1593"
"2","2","encoding","encoding","13","PylonTraffic.jpg","37","0","939"
"2","2","encoding","encoding","14","Caterpillar.jpg","37","0","781"
"2","2","encoding","encoding","15","Strainer_Tea.jpg","36","0","1251"
"2","2","encoding","encoding","16","Pouch_Red.jpg","36","0","914"
"2","2","encoding","encoding","17","House_Rural.jpg","37","0","1028"
"2","2","encoding","encoding","18","EyeChart.jpg","36","0","1654"
"2","2","encoding","encoding","19","Ferret.jpg","37","0","1356"
"2","2","encoding","encoding","20","Comb.jpg","36","0","1504"
"2","2","encoding","encoding","21","Helmet_Football.jpg","36","0","1369"
"2","2","encoding","encoding","22","LifeJacket_Orangejpg.jpg","37","0","1615"
"2","2","encoding","encoding","23","FloorTile.jpg","36","0","933"
"2","2","encoding","encoding","24","Dresser.jpg","36","0","1488"
"2","2","encoding","encoding","25","Horn_French.jpg","36","0","1806"
"2","2","encoding","encoding","26","Toy_TrailerAirport.jpg","36","0","1404"
"2","2","encoding","encoding","27","Tray_Medical.jpg","36","0","958"
"2","2","encoding","encoding","28","Rake_Long.jpg","37","0","1476"
"2","2","encoding","encoding","29","Paddle_Ball.jpg","36","0","1110"
"2","2","encoding","encoding","30","GPS.jpg","36","0","1397"
"2","2","encoding","encoding","31","VinylRecord.jpg","36","0","959"
"2","2","encoding","encoding","32","Stamp.jpg","36","0","1333"
"2","2","encoding","encoding","33","Hourglass.jpg","36","0","784"
"2","2","encoding","encoding","34","PowerDoorPushButton.jpg","0","0","2000"
"2","2","encoding","encoding","35","ButterDish.jpg","36","0","1299"
