"group","subject","blockcode","trialcode","trialnum","values.stimulus","response","correct","latency"
"11","11","encoding","encoding","1","Bark.jpg","1","0","2192"
"11","11","encoding","encoding","2","Kebab_Vegetables.jpg","3","0","1701"
"11","11","encoding","encoding","3","Crate_Wine.jpg","2","0","1688"
"11","11","encoding","encoding","4","Cookie.jpg","2","0","1621"
"11","11","encoding","encoding","5","Suspenders.jpg","1","0","1702"
"11","11","encoding","encoding","6","Kangaroo.jpg","1","0","1440"
"11","11","encoding","encoding","7","Boar.jpg","2","0","1918"
"11","11","encoding","encoding","8","Bagpipes.jpg","1","0","1553"
"11","11","encoding","encoding","9","IceCubes.jpg","1","0","1058"
"11","11","encoding","encoding","10","Squash_Butternut.jpg","1","0","1111"
"11","11","encoding","encoding","11","Bandage_Adhesive.jpg","3","0","1992"
"11","11","encoding","encoding","12","Domino.jpg","1","0","1382"
"11","11","encoding","encoding","13","Keg.jpg","1","0","1356"
"11","11","encoding","encoding","14","SoundMixer_Blue.jpg","1","0","1331"
"11","11","encoding","encoding","15","GPS.jpg","1","0","1134"
"11","11","encoding","encoding","16","Cabasa.jpg","1","0","1430"
"11","11","encoding","encoding","17","MatchBook.jpg","2","0","2168"
"11","11","encoding","encoding","18","Toy_Taxi.jpg","1","0","1388"
"11","11","encoding","encoding","19","Eggplant.jpg","1","0","985"
"11","11","encoding","encoding","20","SpaceShuttle.jpg","4","0","1693"
"11","11","encoding","encoding","21","Hotdog_WithBun.jpg","1","0","1563"
"11","11","encoding","encoding","22","Clock_Digital.jpg","1","0","1460"
"11","11","encoding","encoding","23","ProjectorScreen.jpg","1","0","922"
"11","11","encoding","encoding","24","Seal_Toy.jpg","1","0","1281"
"11","11","encoding","encoding","25","Broccoli.jpg","1","0","1613"
"11","11","encoding","encoding","26","Shield_Antique.jpg","2","0","1653"
"11","11","encoding","encoding","27","PyramidWooden.jpg","1","0","1565"
"11","11","encoding","encoding","28","Lantern_Chinese.jpg","1","0","1057"
"11","11","encoding","encoding","29","Case_Leather.jpg","1","0","970"
"11","11","encoding","encoding","30","Stool_Foot.jpg","1","0","929"
"11","11","encoding","encoding","31","KnifeHolder.jpg","1","0","1190"
"11","11","encoding","encoding","32","Parcel.jpg","1","0","1066"
"11","11","encoding","encoding","33","Box_GiftTopView.jpg","1","0","820"
"11","11","encoding","encoding","34","Thermostat.jpg","1","0","1042"
"11","11","encoding","encoding","35","LeatherPuncherTool.jpg","1","0","992"
"11","11","encoding","encoding","36","TreeStump.jpg","1","0","920"
"11","11","encoding","encoding","37","Jar_Honey.jpg","1","0","1136"
"11","11","encoding","encoding","38","Chair_Office.jpg","1","0","856"
"11","11","encoding","encoding","39","Sign_Washroom.jpg","1","0","1860"
"11","11","encoding","encoding","40","Pasta_Fusilli.jpg","1","0","2103"
"11","11","encoding","encoding","41","Fork_Regular.jpg","1","0","985"
"11","11","encoding","encoding","42","OperaGlasses.jpg","0","0","3000"
"11","11","encoding","encoding","43","Loofa.jpg","1","0","1805"
"11","11","encoding","encoding","44","ConnectorPlug.jpg","1","0","1467"
"11","11","encoding","encoding","45","Chair_Dining.jpg","1","0","1208"
"11","11","encoding","encoding","46","Bible.jpg","1","0","2296"
"11","11","encoding","encoding","47","WalkieTalkie_Red.jpg","1","0","2151"
"11","11","encoding","encoding","48","Toad.jpg","2","0","1870"
"11","11","encoding","encoding","49","Bird_Eagle.jpg","5","0","1732"
"11","11","encoding","encoding","50","Gloves_WhiteKnit.jpg","1","0","1605"
"11","11","encoding","encoding","51","Bag_PaperWithFlour.jpg","1","0","1444"
"11","11","encoding","encoding","52","Jacks.jpg","1","0","1105"
"11","11","encoding","encoding","53","PumpBreast.jpg","1","0","1491"
"11","11","encoding","encoding","54","Panda.jpg","2","0","1902"
"11","11","encoding","encoding","55","Nuts_Peanuts.jpg","1","0","1342"
"11","11","encoding","encoding","56","Box_Present.jpg","1","0","951"
"11","11","encoding","encoding","57","ManholeCover.jpg","1","0","906"
"11","11","encoding","encoding","58","Drum_Tall.jpg","1","0","1172"
"11","11","encoding","encoding","59","PaperStack.jpg","1","0","814"
"11","11","encoding","encoding","60","Toy_Babydoll.jpg","1","0","1183"
"11","11","encoding","encoding","62","Coatrack.jpg","1","0","2073"
"11","11","encoding","encoding","63","RecordPlayer.jpg","1","0","1341"
"11","11","encoding","encoding","64","Speaker_Computer.jpg","1","0","1068"
"11","11","encoding","encoding","65","Toy_BlocksLetter.jpg","1","0","1511"
"11","11","encoding","encoding","66","Corn_Kernels.jpg","1","0","1428"
"11","11","encoding","encoding","67","TelephoneSwitchboard.jpg","1","0","2117"
"11","11","encoding","encoding","68","Hay.jpg","1","0","864"
"11","11","encoding","encoding","69","ProcessorFood_Modern.jpg","1","0","769"
"11","11","encoding","encoding","70","Truck_VintageBlue.jpg","1","0","977"
"11","11","encoding","encoding","71","Brush_Shaving.jpg","1","0","1366"
"11","11","encoding","encoding","72","Toy_Firetruck.jpg","1","0","936"
"11","11","encoding","encoding","73","GasStation.jpg","1","0","1087"
"11","11","encoding","encoding","74","CasketOpen.jpg","4","0","2768"
"11","11","encoding","encoding","75","LightBulb_Christmas.jpg","1","0","2354"
"11","11","encoding","encoding","76","Dog_ChowChow.jpg","3","0","1889"
"11","11","encoding","encoding","77","Barrel_Wine.jpg","1","0","1608"
"11","11","encoding","encoding","78","Toy_Stroller.jpg","1","0","1098"
"11","11","encoding","encoding","79","Drink_Cocktail.jpg","1","0","779"
"11","11","encoding","encoding","80","Earrings_Dangling.jpg","1","0","914"
"11","11","encoding","encoding","81","Binder.jpg","1","0","952"
"11","11","encoding","encoding","82","IceCubes copy.jpg","1","0","937"
"11","11","encoding","encoding","83","Hawk.jpg","2","0","1860"
"11","11","encoding","encoding","84","SkiPoles.jpg","1","0","1524"
"11","11","encoding","encoding","85","TomatoSauce.jpg","1","0","1108"
"11","11","encoding","encoding","86","Paddle_Beach.jpg","1","0","984"
"11","11","encoding","encoding","87","Sign_Parking.jpg","1","0","860"
"11","11","encoding","encoding","88","Candleholder_LampShaped.jpg","1","0","1006"
"11","11","encoding","encoding","89","Pot_BlackOld.jpg","1","0","1006"
"11","11","encoding","encoding","90","Telephone_Dial.jpg","1","0","641"
"11","11","encoding","encoding","91","LightHouse.jpg","1","0","978"
"11","11","encoding","encoding","92","Cherry.jpg","1","0","737"
"11","11","encoding","encoding","93","Brush_Windshield.jpg","1","0","798"
"11","11","encoding","encoding","94","BookShelf.jpg","1","0","709"
"11","11","encoding","encoding","95","Noose.jpg","1","0","636"
"11","11","encoding","encoding","96","USBKey.jpg","1","0","1633"
"11","11","encoding","encoding","97","Sign_TrafficArrow.jpg","1","0","1083"
"11","11","encoding","encoding","98","PirateFlag.jpg","2","0","1692"
"11","11","encoding","encoding","99","Folder_Plastic.jpg","1","0","1637"
"11","11","encoding","encoding","100","Stick_Honey.jpg","1","0","986"
"11","11","encoding","encoding","101","Icepick.jpg","1","0","660"
"11","11","encoding","encoding","102","Flute_Tin.jpg","1","0","1040"
"11","11","encoding","encoding","103","Toy_RobotTransformer.jpg","1","0","1288"
"11","11","encoding","encoding","104","Mask_CPR.jpg","1","0","1682"
"11","11","encoding","encoding","105","Spoon_Baby.jpg","1","0","1112"
"11","11","encoding","encoding","106","Cooler.jpg","1","0","738"
"11","11","encoding","encoding","107","Sign_SlipperyRoad.jpg","1","0","713"
"11","11","encoding","encoding","108","WindowBlinds.jpg","1","0","792"
"11","11","encoding","encoding","109","Pepper_Chili.jpg","2","0","2008"
"11","11","encoding","encoding","110","Ferret.jpg","3","0","2293"
"11","11","encoding","encoding","111","Toy_Tractor_1.jpg","1","0","1463"
"11","11","encoding","encoding","112","Sculpture_MetalMan.jpg","1","0","926"
"11","11","encoding","encoding","113","Cart_Wooden.jpg","1","0","1121"
