"group","subject","blockcode","trialcode","trialnum","values.stimulus","response","correct","latency"
"1","1","encoding","encoding","1","BicycleWheelRusty.jpg","0","0","2001"
"1","1","encoding","encoding","2","Oneholepunch.jpg","0","0","2001"
"1","1","encoding","encoding","3","Bag_Grains.jpg","Ctrl+'Q'","0","0"
"4","4","encoding","encoding","1","Sign_Construction.jpg","0","0","2000"
"4","4","encoding","encoding","2","Bottle_Oil.jpg","37","0","1056"
"4","4","encoding","encoding","3","Box_Staples.jpg","37","0","1813"
"4","4","encoding","encoding","4","Tray_Cafeteria.jpg","37","0","1442"
"4","4","encoding","encoding","5","Sign_NoParking.jpg","37","0","727"
"4","4","encoding","encoding","6","ShoppingCart.jpg","37","0","794"
"4","4","encoding","encoding","7","Chair_Folding.jpg","37","0","620"
"4","4","encoding","encoding","8","Toy_Tractor_1.jpg","37","0","739"
"4","4","encoding","encoding","9","Oneholepunch.jpg","37","0","487"
"4","4","encoding","encoding","10","Instrument_African.jpg","37","0","770"
"4","4","encoding","encoding","11","Shorts_Sports.jpg","37","0","722"
"4","4","encoding","encoding","12","Tomato.jpg","37","0","517"
"4","4","encoding","encoding","13","Handcuffs.jpg","37","0","619"
"4","4","encoding","encoding","14","Barbecue_Gas.jpg","37","0","474"
"4","4","encoding","encoding","15","Apple_Candy.jpg","36","0","693"
"4","4","encoding","encoding","16","PharoahReplica.jpg","37","0","814"
"4","4","encoding","encoding","17","Hockey_Equipment.jpg","37","0","633"
"4","4","encoding","encoding","18","Dropper.jpg","37","0","596"
"4","4","encoding","encoding","19","PizzaCutter.jpg","37","0","649"
"4","4","encoding","encoding","20","Towel.jpg","37","0","621"
"4","4","encoding","encoding","21","ShoulderPads.jpg","37","0","677"
"4","4","encoding","encoding","22","TreeStump.jpg","36","0","1140"
"4","4","encoding","encoding","23","VacuumHose.jpg","37","0","770"
"4","4","encoding","encoding","24","StringBean.jpg","36","0","784"
"4","4","encoding","encoding","25","Shoe_WomenHeals.jpg","37","0","994"
"4","4","encoding","encoding","26","Cake_Wedding.jpg","37","0","983"
"4","4","encoding","encoding","27","Bark.jpg","37","0","1034"
"4","4","encoding","encoding","28","Cassette_Video.jpg","37","0","824"
"4","4","encoding","encoding","29","SoundMixer_Blue.jpg","37","0","671"
"4","4","encoding","encoding","30","Book_Paper.jpg","37","0","744"
"4","4","encoding","encoding","31","Toy_Lighthouse.jpg","37","0","654"
"4","4","encoding","encoding","32","Toy_Truck.jpg","37","0","724"
"4","4","encoding","encoding","33","Garbage_Can.jpg","37","0","997"
"4","4","encoding","encoding","34","Drum_Brazilan.jpg","37","0","882"
"4","4","encoding","encoding","35","Lens_Camera.jpg","37","0","630"
"4","4","encoding","encoding","36","Clip_Paper.jpg","37","0","614"
"4","4","encoding","encoding","37","Toy_MrPotatoHeadjpg.jpg","37","0","625"
"4","4","encoding","encoding","38","Tickets_PrintWords.jpg","37","0","1111"
"4","4","encoding","encoding","39","SewingMachine.jpg","37","0","1081"
"4","4","encoding","encoding","40","ToothPaste.jpg","37","0","759"
"4","4","encoding","encoding","41","Ashtray_Empty.jpg","37","0","532"
"4","4","encoding","encoding","42","Box_Package.jpg","37","0","1191"
"4","4","encoding","encoding","43","PencilSharpener.jpg","37","0","781"
"4","4","encoding","encoding","44","Cage_Hamster.jpg","37","0","846"
"4","4","encoding","encoding","45","Puzzle_Piece.jpg","37","0","1013"
"4","4","encoding","encoding","46","Gauge.jpg","37","0","607"
"4","4","encoding","encoding","47","Mango.jpg","36","0","619"
"4","4","encoding","encoding","48","Radio_Modern.jpg","37","0","791"
"4","4","encoding","encoding","49","BloodpPresureCuff.jpg","37","0","676"
"4","4","encoding","encoding","50","MortarPestle_BlackStone.jpg","37","0","890"
"4","4","encoding","encoding","51","Branch.jpg","36","0","1070"
"4","4","encoding","encoding","52","Crate_Milk.jpg","37","0","656"
"4","4","encoding","encoding","53","Box_JeweleryWooden.jpg","37","0","652"
"4","4","encoding","encoding","54","Jetski.jpg","37","0","654"
"4","4","encoding","encoding","55","TestTube_MultipleAndRack.jpg","37","0","686"
"4","4","encoding","encoding","56","Film_Single.jpg","37","0","1092"
"4","4","encoding","encoding","57","ChiliFlakes.jpg","36","0","1457"
"4","4","encoding","encoding","58","Coatrack.jpg","37","0","1034"
"4","4","encoding","encoding","59","Hippopotamus.jpg","36","0","1201"
"4","4","encoding","encoding","60","ToothbrushHolder.jpg","37","0","624"
"4","4","encoding","encoding","62","Origami_Boat.jpg","37","0","1338"
"4","4","encoding","encoding","63","Lantern_Chinese.jpg","37","0","916"
"4","4","encoding","encoding","64","RiceRaw.jpg","0","0","2000"
"4","4","encoding","encoding","65","Crate_Wine.jpg","37","0","917"
"4","4","encoding","encoding","66","TotemPole.jpg","37","0","1243"
"4","4","encoding","encoding","67","Bench_Park.jpg","37","0","704"
"4","4","encoding","encoding","68","Gloves_Bicycle.jpg","37","0","702"
"4","4","encoding","encoding","69","BicycleGear.jpg","37","0","979"
"4","4","encoding","encoding","70","HandMixer.jpg","37","0","1438"
