"group","subject","blockcode","trialcode","trialnum","values.stimulus","response","correct","latency"
"1","1","encoding","encoding","1","EnglishMuffin.jpg","36","0","922"
"1","1","encoding","encoding","2","SpongeScrubbing.jpg","36","0","1005"
"1","1","encoding","encoding","3","BicycleSeat.jpg","37","0","1028"
"1","1","encoding","encoding","4","Tray_Wooden.jpg","36","0","985"
"1","1","encoding","encoding","5","Cross.jpg","37","0","786"
"1","1","encoding","encoding","6","Cup_Fruits.jpg","36","0","858"
"1","1","encoding","encoding","7","Bone.jpg","37","0","1193"
"1","1","encoding","encoding","8","Pot_BlackOld.jpg","36","0","868"
"1","1","encoding","encoding","9","Dog_Bulldog.jpg","37","0","756"
"1","1","encoding","encoding","10","House_Doll.jpg","37","0","856"
"1","1","encoding","encoding","11","Tag_Price.jpg","36","0","992"
"1","1","encoding","encoding","12","Axe.jpg","37","0","857"
"1","1","encoding","encoding","13","Toy_RobotTransformer.jpg","36","0","1069"
"1","1","encoding","encoding","14","Boat_Row.jpg","37","0","915"
"1","1","encoding","encoding","15","Wire_ElectricalSingle.jpg","37","0","1172"
"1","1","encoding","encoding","16","Feet.jpg","36","0","883"
"1","1","encoding","encoding","17","Cart_Janitor.jpg","36","0","1118"
"1","1","encoding","encoding","18","Spoons_MeasuringAttached.jpg","36","0","870"
"1","1","encoding","encoding","19","DogTreat.jpg","36","0","865"
"1","1","encoding","encoding","20","OvenElement.jpg","37","0","1119"
"1","1","encoding","encoding","21","Playdoh.jpg","36","0","892"
"1","1","encoding","encoding","22","Pants_Firefighter.jpg","37","0","993"
"1","1","encoding","encoding","23","Branch.jpg","37","0","697"
"1","1","encoding","encoding","24","Box_Apples.jpg","36","0","1136"
"1","1","encoding","encoding","25","Bathtub.jpg","36","0","790"
"1","1","encoding","encoding","26","Toy_WoodenPlainSingle.jpg","36","0","940"
"1","1","encoding","encoding","27","Stingray.jpg","37","0","934"
"1","1","encoding","encoding","28","Cabinet_Display.jpg","36","0","837"
"1","1","encoding","encoding","29","Archery_ArrowsBows.jpg","37","0","759"
"1","1","encoding","encoding","30","Table_Pool.jpg","36","0","772"
"1","1","encoding","encoding","31","Frame_Oval.jpg","36","0","779"
"1","1","encoding","encoding","32","SlushieMachine.jpg","36","0","856"
"1","1","encoding","encoding","33","Hat_Tuque.jpg","37","0","917"
"1","1","encoding","encoding","34","Can_Milk.jpg","36","0","757"
"1","1","encoding","encoding","35","Tortilla.jpg","36","0","892"
"1","1","encoding","encoding","36","ConnectorPlug.jpg","36","0","1057"
"1","1","encoding","encoding","37","Gazebo.jpg","37","0","824"
"1","1","encoding","encoding","38","Kazoo.jpg","37","0","1056"
"1","1","encoding","encoding","39","Compact_Mirror.jpg","36","0","1085"
"1","1","encoding","encoding","40","Mask_Masquerade.jpg","36","0","1167"
"1","1","encoding","encoding","41","Brush_Winter.jpg","37","0","819"
"1","1","encoding","encoding","42","LightBulb_Blue.jpg","37","0","983"
"1","1","encoding","encoding","43","Pepper_Green.jpg","36","0","1287"
"1","1","encoding","encoding","44","Boat_Sail.jpg","37","0","837"
"1","1","encoding","encoding","45","Bed_Hospital.jpg","36","0","1100"
"1","1","encoding","encoding","46","DogSled.jpg","37","0","820"
"1","1","encoding","encoding","47","Bullet.jpg","37","0","854"
"1","1","encoding","encoding","48","Lamp_Table.jpg","36","0","733"
"1","1","encoding","encoding","49","Statue_VirginMary.jpg","36","0","1030"
"1","1","encoding","encoding","50","Seeder.jpg","37","0","908"
"1","1","encoding","encoding","51","Printer.jpg","36","0","835"
"1","1","encoding","encoding","52","Makeup_Compact.jpg","36","0","979"
"1","1","encoding","encoding","53","Box_JeweleryWooden.jpg","36","0","808"
"1","1","encoding","encoding","54","Toy_Bat.jpg","37","0","833"
"1","1","encoding","encoding","55","Speakers_Theatre.jpg","37","0","1465"
"1","1","encoding","encoding","56","Desk_White.jpg","36","0","880"
"1","1","encoding","encoding","57","Alfalfa.jpg","36","0","1146"
"1","1","encoding","encoding","58","Toy_Stroller.jpg","36","0","1031"
"1","1","encoding","encoding","59","Spoon_Sugar.jpg","36","0","743"
"1","1","encoding","encoding","60","ElectricOutlet.jpg","36","0","984"
"1","1","encoding","encoding","62","Humidifier.jpg","36","0","836"
"1","1","encoding","encoding","63","Skirt_Stripes.jpg","37","0","892"
"1","1","encoding","encoding","64","MetalChain.jpg","36","0","775"
"1","1","encoding","encoding","65","Easel.jpg","37","0","1012"
"1","1","encoding","encoding","66","Cup_Styrofoam.jpg","36","0","891"
"1","1","encoding","encoding","67","Toy_ModelMolecule.jpg","36","0","806"
"1","1","encoding","encoding","68","Toy_Christmastree.jpg","37","0","715"
"1","1","encoding","encoding","69","Sign_Construction.jpg","37","0","816"
"1","1","encoding","encoding","70","Light_Halogen.jpg","37","0","889"
"1","1","encoding","encoding","71","Case_CD.jpg","36","0","799"
"1","1","encoding","encoding","72","Lamp_TableWhite.jpg","36","0","957"
"1","1","encoding","encoding","73","Protractor.jpg","36","0","731"
"1","1","encoding","encoding","74","LampPost_OneBulb.jpg","37","0","666"
"1","1","encoding","encoding","75","Chest_Toys.jpg","36","0","860"
"1","1","encoding","encoding","76","Stove_Camping.jpg","37","0","917"
"1","1","encoding","encoding","77","Arch.jpg","37","0","841"
"1","1","encoding","encoding","78","CableConnecter.jpg","36","0","948"
"1","1","encoding","encoding","79","Kneepad.jpg","36","0","1267"
"1","1","encoding","encoding","80","StockingChristmas.jpg","36","0","866"
"1","1","encoding","encoding","81","Camera_Video.jpg","37","0","1037"
"1","1","encoding","encoding","82","PlantPotted.jpg","37","0","826"
"1","1","encoding","encoding","83","Camera_Antique.jpg","37","0","1047"
"1","1","encoding","encoding","84","Briefcase_Leather.jpg","36","0","921"
"1","1","encoding","encoding","85","Toy_Taxi.jpg","36","0","1052"
"1","1","encoding","encoding","86","Chair_Deck.jpg","37","0","999"
"1","1","encoding","encoding","87","MusicSheet.jpg","36","0","904"
"1","1","encoding","encoding","88","Jar_JellyBeans.jpg","36","0","1044"
"1","1","encoding","encoding","89","Bulldozer.jpg","37","0","933"
"1","1","encoding","encoding","90","MortarPestle_BlackStone.jpg","36","0","1163"
"1","1","encoding","encoding","91","Squid_Pink.jpg","37","0","1266"
"1","1","encoding","encoding","92","Notepad_WithPen.jpg","36","0","981"
"1","1","encoding","encoding","93","Perfume.jpg","36","0","1027"
"1","1","encoding","encoding","94","Aquarium.jpg","36","0","1205"
"1","1","encoding","encoding","95","Wheelbarrow_Green.jpg","37","0","1043"
"1","1","encoding","encoding","96","Pyramid.jpg","37","0","885"
"1","1","encoding","encoding","97","Chicken_FriedDrum.jpg","36","0","717"
"1","1","encoding","encoding","98","Truck_Tanker.jpg","37","0","790"
"1","1","encoding","encoding","99","Microscope.jpg","36","0","983"
"1","1","encoding","encoding","100","Hat_Beanie.jpg","37","0","904"
"1","1","encoding","encoding","101","Spoon_Wooden.jpg","36","0","981"
"1","1","encoding","encoding","102","Squid_Orange.jpg","37","0","1032"
"1","1","encoding","encoding","103","Scarecrow.jpg","36","0","1099"
"1","1","encoding","encoding","104","PharoahReplica.jpg","37","0","1053"
"1","1","encoding","encoding","105","Scythe.jpg","37","0","813"
"1","1","encoding","encoding","106","Nuts_Walnut.jpg","36","0","1140"
"1","1","encoding","encoding","107","SpinalCord.jpg","36","0","1078"
"1","1","encoding","encoding","108","Mat_Car.jpg","37","0","928"
"1","1","encoding","encoding","109","Gameboy.jpg","36","0","1299"
"1","1","encoding","encoding","110","Sign_Taxi.jpg","37","0","789"
"1","1","encoding","encoding","111","Cow.jpg","37","0","778"
"1","1","encoding","encoding","112","Dill.jpg","37","0","675"
"1","1","encoding","encoding","113","Walker_Silver.jpg","37","0","1027"
"1","1","encoding","encoding","114","Glass_Martini.jpg","36","0","793"
"1","1","encoding","encoding","115","Asparagus.jpg","37","0","936"
"1","1","encoding","encoding","116","Speaker_Single.jpg","36","0","915"
"1","1","encoding","encoding","117","Shirt_Tshirt.jpg","36","0","807"
"1","1","encoding","encoding","118","Swing_Child.jpg","37","0","861"
"1","1","encoding","encoding","119","Key_Car.jpg","37","0","922"
"1","1","encoding","encoding","120","Noose.jpg","37","0","889"
"1","1","encoding","encoding","121","DeepFryer.jpg","36","0","904"
"1","1","encoding","encoding","123","HumanSkull.jpg","37","0","1033"
"1","1","encoding","encoding","124","Plate_Ceramic.jpg","36","0","769"
"1","1","encoding","encoding","125","Outhouse.jpg","37","0","752"
"1","1","encoding","encoding","126","FuzzyDice.jpg","36","0","885"
"1","1","encoding","encoding","127","Vase_EarthToned.jpg","36","0","827"
"1","1","encoding","encoding","128","Ball_Basketball.jpg","37","0","771"
"1","1","encoding","encoding","129","Pottery.jpg","36","0","951"
"1","1","encoding","encoding","130","Tire_Hollow.jpg","37","0","879"
"1","1","encoding","encoding","131","Clarinet.jpg","37","0","1139"
"1","1","encoding","encoding","132","BoogieBoard.jpg","36","0","1100"
"1","1","encoding","encoding","133","Jug_Milk.jpg","36","0","899"
"1","1","encoding","encoding","134","Licorice.jpg","36","0","1185"
"1","1","encoding","encoding","135","Magnifying_Glass.jpg","36","0","884"
"1","1","encoding","encoding","136","Cheque.jpg","36","0","836"
"1","1","encoding","encoding","137","Mixer_Hand.jpg","36","0","1210"
"1","1","encoding","encoding","138","Toy_Drill.jpg","36","0","1070"
"1","1","encoding","encoding","139","Sink_Bathroom.jpg","36","0","945"
"1","1","encoding","encoding","140","Bolt_WithNut.jpg","37","0","1022"
"1","1","encoding","encoding","141","Pasta_Shell.jpg","36","0","866"
"1","1","encoding","encoding","142","Flower_Daisy.jpg","37","0","871"
"1","1","encoding","encoding","143","JuiceBox.jpg","36","0","1189"
"1","1","encoding","encoding","144","Sand.jpg","36","0","1300"
"1","1","encoding","encoding","145","USBKey.jpg","36","0","1222"
"1","1","encoding","encoding","146","ComputerKeyboard_Backspace.jpg","36","0","1163"
"1","1","encoding","encoding","147","Decoration_Chinese.jpg","36","0","1000"
"1","1","encoding","encoding","148","Fence_ChainLink.jpg","37","0","942"
"1","1","encoding","encoding","149","Blueprints.jpg","36","0","1322"
"1","1","encoding","encoding","150","Corkscrew.jpg","36","0","1316"
"1","1","encoding","encoding","151","Box_Chocolate.jpg","36","0","1122"
"1","1","encoding","encoding","152","Parcel.jpg","37","0","1323"
"1","1","encoding","encoding","153","Rag.jpg","36","0","1500"
"1","1","encoding","encoding","154","Can_GasSpout.jpg","37","0","1152"
"1","1","encoding","encoding","155","Sieve_SideView.jpg","36","0","1895"
"1","1","encoding","encoding","156","Cheesegrater_Box.jpg","36","0","1269"
"1","1","encoding","encoding","157","Blade_Tablesaw.jpg","37","0","1032"
"1","1","encoding","encoding","158","Stroboscope.jpg","37","0","1095"
"1","1","encoding","encoding","159","Lollipop_Grape.jpg","36","0","1436"
"1","1","encoding","encoding","160","Hat_Cowboy.jpg","37","0","1343"
"1","1","encoding","encoding","161","PaintSprayer.jpg","36","0","1316"
"1","1","encoding","encoding","162","SpinningWheel.jpg","36","0","1289"
"1","1","encoding","encoding","163","TigerWhite.jpg","37","0","1590"
"1","1","encoding","encoding","164","Sphinx.jpg","37","0","1113"
"1","1","encoding","encoding","165","Cart_Groceries.jpg","37","0","1687"
"1","1","encoding","encoding","166","CoffeeBeans.jpg","36","0","1122"
"1","1","encoding","encoding","167","StreetSweeper.jpg","37","0","1388"
"1","1","encoding","encoding","168","Jet.jpg","37","0","1283"
"1","1","encoding","encoding","169","Trophy.jpg","37","0","1732"
"1","1","encoding","encoding","170","Pillar.jpg","37","0","1730"
"1","1","encoding","encoding","171","Pasta_Penne.jpg","36","0","1148"
"1","1","encoding","encoding","172","BabyMonitor.jpg","36","0","1729"
"1","1","encoding","encoding","173","Tribunal_Wooden.jpg","36","0","1418"
"1","1","encoding","encoding","174","Microwave.jpg","36","0","1325"
"1","1","encoding","encoding","175","Hat_Explorer.jpg","37","0","1077"
"1","1","encoding","encoding","176","Bark.jpg","37","0","1174"
"1","1","encoding","encoding","177","Trunk.jpg","36","0","1291"
"1","1","retrieval","new_objects","1","Car_Totalled.jpg","37","1","1122"
"1","1","retrieval","new_objects","2","Mixer_Cement.jpg","37","1","980"
"1","1","retrieval","old_objects","3","Seeder.jpg","37","0","856"
"1","1","retrieval","new_objects","4","PaintBrushAndPallette.jpg","36","0","729"
"1","1","retrieval","new_objects","5","BoxTrailer.jpg","37","1","1355"
"1","1","retrieval","old_objects","6","Protractor.jpg","36","1","1452"
"1","1","retrieval","old_objects","7","Lamp_TableWhite.jpg","36","1","1107"
"1","1","retrieval","old_objects","8","TigerWhite.jpg","36","1","1405"
"1","1","retrieval","old_objects","9","Gameboy.jpg","37","0","1693"
"1","1","retrieval","new_objects","10","Basket_Straw.jpg","37","1","1849"
"1","1","retrieval","old_objects","11","Toy_RobotTransformer.jpg","37","0","1819"
"1","1","retrieval","old_objects","12","Scarecrow.jpg","0","0","2001"
"1","1","retrieval","old_objects","13","Pepper_Green.jpg","37","0","921"
"1","1","retrieval","new_objects","14","Cake_Birthday.jpg","36","0","1320"
"1","1","retrieval","new_objects","15","Ball_Squashball.jpg","37","1","1084"
"1","1","retrieval","new_objects","16","Book_Paper.jpg","37","1","1187"
"1","1","retrieval","old_objects","17","Glass_Martini.jpg","36","1","1319"
"1","1","retrieval","old_objects","18","Dog_Bulldog.jpg","36","1","1150"
"1","1","retrieval","new_objects","19","Container_Tupperware.jpg","37","1","1435"
"1","1","retrieval","old_objects","20","Sphinx.jpg","36","1","1204"
"1","1","retrieval","old_objects","21","Camera_Video.jpg","37","0","1124"
"1","1","retrieval","old_objects","22","Toy_WoodenPlainSingle.jpg","36","1","1021"
"1","1","retrieval","new_objects","23","Leaf_Clover.jpg","36","0","974"
"1","1","retrieval","new_objects","24","Pickle.jpg","36","0","1041"
"1","1","retrieval","old_objects","25","Tribunal_Wooden.jpg","36","1","893"
"1","1","retrieval","new_objects","26","Arm.jpg","37","1","1034"
"1","1","retrieval","new_objects","27","NintendoWii.jpg","36","0","1103"
"1","1","retrieval","old_objects","28","Swing_Child.jpg","36","1","1314"
"1","1","retrieval","new_objects","29","Leg.jpg","37","1","906"
"1","1","retrieval","new_objects","30","Dresser_1.jpg","0","0","2001"
"1","1","retrieval","old_objects","31","DogSled.jpg","37","0","849"
"1","1","retrieval","new_objects","32","Statue_SouthAmerican.jpg","36","0","887"
"1","1","retrieval","old_objects","33","Camera_Antique.jpg","0","0","2001"
"1","1","retrieval","old_objects","34","ConnectorPlug.jpg","37","0","918"
"1","1","retrieval","new_objects","35","Pretzel_Sticks.jpg","36","0","868"
"1","1","retrieval","new_objects","36","Pot_CastIron.jpg","37","1","719"
"1","1","retrieval","old_objects","37","Sand.jpg","36","1","933"
"1","1","retrieval","old_objects","38","Mask_Masquerade.jpg","36","1","951"
"1","1","retrieval","new_objects","39","GuineaPig.jpg","37","1","868"
"1","1","retrieval","old_objects","40","Jug_Milk.jpg","36","1","885"
"1","1","retrieval","old_objects","41","Pyramid.jpg","37","0","852"
"1","1","retrieval","new_objects","42","Donut.jpg","36","0","1831"
"1","1","retrieval","new_objects","43","Fossil.jpg","36","0","1218"
"1","1","retrieval","new_objects","44","Thumbtack.jpg","37","1","979"
"1","1","retrieval","new_objects","45","Bird_Cardinal.jpg","37","1","729"
"1","1","retrieval","new_objects","46","Cord_usb.jpg","37","1","1217"
"1","1","retrieval","old_objects","47","Gazebo.jpg","36","1","957"
"1","1","retrieval","new_objects","48","Toy_Moose.jpg","36","0","721"
"1","1","retrieval","new_objects","49","Brush_BathBack.jpg","36","0","902"
"1","1","retrieval","new_objects","50","BicycleGear.jpg","36","0","999"
"1","1","retrieval","old_objects","51","Cart_Janitor.jpg","37","0","730"
"1","1","retrieval","old_objects","52","Toy_Taxi.jpg","36","1","752"
"1","1","retrieval","old_objects","53","SpinningWheel.jpg","36","1","1375"
"1","1","retrieval","new_objects","54","Bicycle_Kids.jpg","37","1","1153"
"1","1","retrieval","old_objects","55","Noose.jpg","37","0","989"
"1","1","retrieval","old_objects","56","House_Doll.jpg","36","1","806"
"1","1","retrieval","old_objects","57","Sieve_SideView.jpg","37","0","754"
"1","1","retrieval","old_objects","58","CoffeeBeans.jpg","36","1","959"
"1","1","retrieval","new_objects","59","Carrot.jpg","36","0","739"
"1","1","retrieval","old_objects","60","DeepFryer.jpg","37","0","824"
"1","1","retrieval","new_objects","62","Cart_Wooden.jpg","37","1","674"
"1","1","retrieval","old_objects","63","Bark.jpg","36","1","636"
"1","1","retrieval","new_objects","64","Whip.jpg","36","0","720"
"1","1","retrieval","new_objects","65","Suitcase.jpg","36","0","572"
"1","1","retrieval","new_objects","66","Shoes_Snow.jpg","36","0","547"
"1","1","retrieval","old_objects","67","Tag_Price.jpg","36","1","530"
"1","1","retrieval","new_objects","68","Bed_QueenSize.jpg","37","1","716"
"1","1","retrieval","new_objects","69","ChocolateBar_Unwrapped.jpg","37","1","555"
"1","1","retrieval","old_objects","70","Kazoo.jpg","37","0","510"
"1","1","retrieval","old_objects","71","Kneepad.jpg","37","0","503"
"1","1","retrieval","new_objects","72","TailLight.jpg","37","1","581"
"1","1","retrieval","new_objects","73","Origami_Ox.jpg","36","0","512"
"1","1","retrieval","new_objects","74","Heater_ElectricUpright.jpg","37","1","492"
"1","1","retrieval","old_objects","75","Archery_ArrowsBows.jpg","37","0","591"
"1","1","retrieval","old_objects","76","Vase_EarthToned.jpg","37","0","455"
"1","1","retrieval","old_objects","77","Blueprints.jpg","37","0","523"
"1","1","retrieval","new_objects","78","Handcuffs.jpg","36","0","418"
"1","1","retrieval","old_objects","79","Trophy.jpg","37","0","466"
"1","1","retrieval","old_objects","80","Asparagus.jpg","37","0","546"
"1","1","retrieval","new_objects","81","Skates.jpg","37","1","517"
"1","1","retrieval","old_objects","82","OvenElement.jpg","37","0","531"
"1","1","retrieval","new_objects","83","PaintRoller.jpg","37","1","509"
"1","1","retrieval","new_objects","84","Harmonica.jpg","36","0","654"
"1","1","retrieval","old_objects","85","Statue_VirginMary.jpg","36","1","453"
"1","1","retrieval","old_objects","86","Pottery.jpg","36","1","530"
"1","1","retrieval","old_objects","87","Wheelbarrow_Green.jpg","37","0","549"
"1","1","retrieval","new_objects","88","Kebab_Vegetables.jpg","36","0","451"
"1","1","retrieval","old_objects","89","Spoon_Sugar.jpg","37","0","455"
"1","1","retrieval","new_objects","90","Toy_DinosaurTRex.jpg","37","1","408"
"1","1","retrieval","new_objects","91","Butterfly.jpg","36","0","421"
"1","1","retrieval","new_objects","92","Bag_Hand.jpg","36","0","426"
