"group","subject","blockcode","trialcode","trialnum","values.stimulus","response","correct","latency"
"1","1","encoding","encoding","1","Chinchilla.jpg","0","0","2001"
"1","1","encoding","encoding","2","Popcorn.jpg","Ctrl+'B'","1","1594"
"1","1","retrieval","new_objects","1","Toilet.jpg","0","0","2001"
"1","1","retrieval","new_objects","2","Toy_Slide.jpg","Ctrl+'B'","1","753"
"1","1","demographics_block","gender","1","Toy_Slide.jpg","","1","1904"
"1","1","demographics_block","age","1","Toy_Slide.jpg","","1","1904"
"1","1","demographics_block","education","1","Toy_Slide.jpg","","1","1904"
"2","2","encoding","encoding","1","Rope_Manila.jpg","0","0","2000"
"2","2","encoding","encoding","2","NailPolish.jpg","37","0","1101"
"2","2","encoding","encoding","3","Sink_Kitchen.jpg","36","0","821"
"2","2","encoding","encoding","4","Can_Gas.jpg","36","0","1091"
"2","2","encoding","encoding","5","Cookie.jpg","37","0","527"
"2","2","encoding","encoding","6","ElectricSwitchboard.jpg","36","0","944"
"2","2","encoding","encoding","7","Spoon_Sugar.jpg","37","0","1021"
"2","2","encoding","encoding","8","Scalpel.jpg","37","0","687"
"2","2","encoding","encoding","9","Calculator.jpg","37","0","726"
"2","2","encoding","encoding","10","WindshieldWasherFluid.jpg","36","0","670"
"2","2","encoding","encoding","11","Bandage_Wrap.jpg","37","0","1072"
"2","2","encoding","encoding","12","TireRims.jpg","36","0","819"
"2","2","encoding","encoding","13","PokerChips.jpg","37","0","1107"
"2","2","encoding","encoding","14","Distaff.jpg","36","0","801"
"2","2","encoding","encoding","15","Embosser.jpg","37","0","818"
"2","2","encoding","encoding","16","Plate_Wooden.jpg","36","0","1984"
"2","2","encoding","encoding","17","Saw.jpg","37","0","791"
"2","2","encoding","encoding","18","Seashell_BayScallop.jpg","37","0","1020"
"2","2","encoding","encoding","19","Television.jpg","36","0","1112"
"2","2","encoding","encoding","20","Helmet_Motorcycle.jpg","36","0","1419"
"2","2","encoding","encoding","21","Handcuffs.jpg","37","0","871"
"2","2","encoding","encoding","22","Glass_Wine.jpg","37","0","1014"
"2","2","encoding","encoding","23","LetterMail.jpg","37","0","1103"
"2","2","encoding","encoding","24","Exercise_Machine.jpg","36","0","723"
"2","2","encoding","encoding","25","TreeStump.jpg","36","0","985"
"2","2","encoding","encoding","26","Bread_Melon.jpg","37","0","1233"
"2","2","encoding","encoding","27","Spear.jpg","36","0","753"
"2","2","encoding","encoding","28","MortarPestle_BlackStone.jpg","37","0","665"
"2","2","encoding","encoding","29","ClothesDryingRack.jpg","36","0","757"
"2","2","encoding","encoding","30","CableConnecter.jpg","37","0","647"
"2","2","encoding","encoding","31","KitchenTools.jpg","37","0","826"
"2","2","encoding","encoding","32","Card_QueenSpade.jpg","37","0","555"
"2","2","encoding","encoding","33","PersonWooden.jpg","36","0","717"
"2","2","encoding","encoding","34","Toy_RobotTransformer.jpg","37","0","890"
"2","2","encoding","encoding","35","Candy_Lozenge.jpg","37","0","1023"
"2","2","encoding","encoding","36","Table_Conference.jpg","36","0","934"
"2","2","encoding","encoding","37","Chinchilla.jpg","37","0","823"
"2","2","encoding","encoding","38","ProjectorScreen.jpg","36","0","859"
"2","2","encoding","encoding","39","Starfish.jpg","37","0","742"
"2","2","encoding","encoding","40","Jar_JellyBeans.jpg","37","0","1042"
"2","2","encoding","encoding","41","Toy_HockeyStick.jpg","37","0","1283"
"2","2","encoding","encoding","42","Bag_Doctor.jpg","36","0","1287"
"2","2","encoding","encoding","43","Cassette_Video.jpg","37","0","1242"
"2","2","encoding","encoding","44","Cloud.jpg","36","0","1065"
"2","2","encoding","encoding","45","Toy_Helicopter.jpg","37","0","1008"
"2","2","encoding","encoding","46","USBKey.jpg","37","0","691"
"2","2","encoding","encoding","47","Telephone_Booth.jpg","36","0","767"
"2","2","encoding","encoding","48","IceCreamCone.jpg","37","0","717"
"2","2","encoding","encoding","49","Cantaloupe.jpg","37","0","1308"
"2","2","encoding","encoding","50","SmokingPipe.jpg","37","0","797"
"2","2","encoding","encoding","51","Knife_Camping.jpg","37","0","616"
"2","2","encoding","encoding","52","Pen_Ballpoint.jpg","37","0","669"
"2","2","encoding","encoding","53","Drum_Set.jpg","36","0","945"
"2","2","encoding","encoding","54","CraneMachine.jpg","36","0","1307"
"2","2","encoding","encoding","55","Bag_String.jpg","36","0","1290"
"2","2","encoding","encoding","56","LampPost_ThreeBulbs.jpg","36","0","1052"
"2","2","encoding","encoding","57","PaperTowel_Kitchen.jpg","36","0","938"
