"group","subject","blockcode","trialcode","trialnum","values.stimulus","response","correct","latency"
"4","4","encoding","encoding","1","Brush_BathBack.jpg","37","0","1361"
"4","4","encoding","encoding","2","Barometer.jpg","37","0","1743"
"4","4","encoding","encoding","3","Toy_Ladybug.jpg","37","0","1533"
"4","4","encoding","encoding","4","Goat.jpg","36","0","786"
"4","4","encoding","encoding","5","CigarCutter.jpg","37","0","1199"
"4","4","encoding","encoding","6","Shoe_Highheel.jpg","37","0","648"
"4","4","encoding","encoding","7","Switch_LightWhite.jpg","37","0","756"
"4","4","encoding","encoding","8","Battery_Car.jpg","37","0","718"
"4","4","encoding","encoding","9","Seashell_AlternateTellin.jpg","36","0","733"
"4","4","encoding","encoding","10","Spatula.jpg","37","0","734"
"4","4","encoding","encoding","11","Panda.jpg","36","0","723"
"4","4","encoding","encoding","12","Clock_Radioalarm.jpg","37","0","598"
"4","4","encoding","encoding","13","Earring_Hoop.jpg","37","0","974"
"4","4","encoding","encoding","14","Scalpel.jpg","37","0","738"
"4","4","encoding","encoding","15","Puzzle_Animal.jpg","37","0","791"
"4","4","encoding","encoding","16","Crib_Standard.jpg","37","0","715"
"4","4","encoding","encoding","17","Helmet_Knight.jpg","37","0","1061"
"4","4","encoding","encoding","18","DentalFloss.jpg","37","0","1009"
"4","4","encoding","encoding","19","Box_Present.jpg","37","0","535"
"4","4","encoding","encoding","20","Stool_Wood.jpg","37","0","1133"
"4","4","encoding","encoding","21","VGAport.jpg","37","0","1124"
"4","4","encoding","encoding","22","Brush_Cleaning.jpg","37","0","988"
"4","4","encoding","encoding","23","NailFiles.jpg","37","0","809"
"4","4","encoding","encoding","24","Cup_Bathroom.jpg","37","0","807"
"4","4","encoding","encoding","25","White_Screen.jpg","0","0","2000"
"4","4","encoding","encoding","26","Asparagus.jpg","36","0","908"
"4","4","encoding","encoding","27","Dress_Party.jpg","37","0","1239"
"4","4","encoding","encoding","28","Gametable_AirHockey.jpg","37","0","650"
"4","4","encoding","encoding","29","Toy_Boat.jpg","37","0","787"
"4","4","encoding","encoding","30","Tray_Medical.jpg","37","0","696"
"4","4","encoding","encoding","31","Bagpipes.jpg","37","0","1035"
"4","4","encoding","encoding","32","WaterHeater.jpg","37","0","768"
"4","4","encoding","encoding","33","Giraffe.jpg","36","0","667"
"4","4","encoding","encoding","34","Makeup_Mascara.jpg","37","0","603"
"4","4","encoding","encoding","35","Brace_Leg.jpg","37","0","773"
"4","4","encoding","encoding","36","Pasta_Macaroni.jpg","37","0","1298"
"4","4","encoding","encoding","37","Toy_DinosaurBrontosaurus.jpg","37","0","1066"
"4","4","encoding","encoding","38","Tractor_Yellow.jpg","37","0","617"
"4","4","encoding","encoding","39","StreetSweeper.jpg","37","0","893"
"4","4","encoding","encoding","40","Caterpillar.jpg","36","0","817"
"4","4","encoding","encoding","41","Cabinet_Display.jpg","37","0","579"
"4","4","encoding","encoding","42","PaintRollTray.jpg","37","0","911"
"4","4","encoding","encoding","43","Paddle_PingPong.jpg","37","0","598"
"4","4","encoding","encoding","44","Baster.jpg","37","0","789"
"4","4","encoding","encoding","45","PassionFruit.jpg","36","0","1058"
"4","4","encoding","encoding","46","Hoverboard.jpg","37","0","575"
"4","4","encoding","encoding","47","PenStand.jpg","37","0","615"
"4","4","encoding","encoding","48","Bleachers.jpg","37","0","711"
"4","4","encoding","encoding","49","ButterDish.jpg","37","0","750"
"4","4","encoding","encoding","50","Chest_Toys.jpg","37","0","741"
"4","4","encoding","encoding","51","Boxcutter.jpg","37","0","665"
"4","4","encoding","encoding","52","SoapDish.jpg","37","0","588"
"4","4","encoding","encoding","53","Dresser.jpg","37","0","538"
"4","4","encoding","encoding","54","Dreamcatcher.jpg","37","0","877"
"4","4","encoding","encoding","55","Tie.jpg","37","0","503"
"4","4","encoding","encoding","56","Pretzel_Knot.jpg","36","0","661"
"4","4","encoding","encoding","57","Makeup_Bag.jpg","37","0","847"
"4","4","encoding","encoding","58","Colander.jpg","37","0","657"
"4","4","encoding","encoding","59","DogHouse.jpg","37","0","923"
"4","4","encoding","encoding","60","Card_TwoSpade.jpg","37","0","629"
"4","4","encoding","encoding","62","Basket_Straw.jpg","36","0","1371"
"4","4","encoding","encoding","63","Hay.jpg","36","0","1094"
"4","4","encoding","encoding","64","Screw.jpg","37","0","608"
"4","4","encoding","encoding","65","Telephone_DialAntique.jpg","37","0","499"
"4","4","encoding","encoding","66","Domino.jpg","37","0","675"
"4","4","encoding","encoding","67","GutterAndDrainPipe.jpg","37","0","1025"
"4","4","encoding","encoding","68","Sled.jpg","37","0","512"
"4","4","encoding","encoding","69","Oven.jpg","37","0","512"
"4","4","encoding","encoding","70","ComputerKeyboard_F1.jpg","37","0","901"
"4","4","encoding","encoding","71","Sign_TrafficArrow.jpg","37","0","536"
"4","4","encoding","encoding","72","Weights_Dumbells.jpg","37","0","515"
"4","4","encoding","encoding","73","Sword.jpg","37","0","536"
"4","4","encoding","encoding","74","Toy_ModelMolecule.jpg","37","0","574"
"4","4","encoding","encoding","75","Sphinx.jpg","37","0","739"
"4","4","encoding","encoding","76","Crowbar.jpg","37","0","966"
"4","4","encoding","encoding","77","Saw.jpg","37","0","528"
"4","4","encoding","encoding","78","Toolbox_Old.jpg","37","0","615"
"4","4","encoding","encoding","79","Centrifuge.jpg","37","0","715"
"4","4","encoding","encoding","80","RollerCoaster.jpg","37","0","514"
"4","4","encoding","encoding","81","Phone_Wireless.jpg","37","0","536"
"4","4","encoding","encoding","82","AlarmSystem.jpg","37","0","531"
"4","4","encoding","encoding","83","Faucet.jpg","37","0","589"
"4","4","encoding","encoding","84","PenHolder.jpg","37","0","572"
"4","4","encoding","encoding","85","ContactLens.jpg","37","0","789"
"4","4","encoding","encoding","86","Magnet_Three.jpg","37","0","1125"
"4","4","encoding","encoding","87","Hammer_Reflex.jpg","37","0","635"
"4","4","encoding","encoding","88","PoliceTape.jpg","37","0","663"
"4","4","encoding","encoding","89","PaperStack.jpg","36","0","826"
"4","4","encoding","encoding","90","FileDivider.jpg","36","0","906"
"4","4","encoding","encoding","91","HairClipper.jpg","37","0","766"
"4","4","encoding","encoding","92","ChessPiece_Knight.jpg","37","0","1100"
"4","4","encoding","encoding","93","DrinkingFountain.jpg","37","0","648"
"4","4","encoding","encoding","94","Toy_TrailerAirport.jpg","37","0","554"
"4","4","encoding","encoding","95","Cane_Metal.jpg","37","0","537"
"4","4","encoding","encoding","96","Stamp.jpg","37","0","865"
"4","4","encoding","encoding","97","Dragonfly.jpg","36","0","645"
"4","4","encoding","encoding","98","ShowerCap.jpg","36","0","792"
"4","4","encoding","encoding","99","LitterScoop.jpg","37","0","599"
"4","4","encoding","encoding","100","Boardgame_ChineseCheckers.jpg","37","0","609"
"4","4","encoding","encoding","101","Cake_Birthday.jpg","37","0","791"
"4","4","encoding","encoding","102","Stove_Propane.jpg","37","0","572"
"4","4","encoding","encoding","103","Helmet_Construction.jpg","37","0","649"
"4","4","encoding","encoding","104","Mailbox_Antique.jpg","37","0","794"
"4","4","encoding","encoding","105","Bag_Gift.jpg","37","0","1049"
"4","4","encoding","encoding","106","Box_Floral.jpg","37","0","695"
"4","4","encoding","encoding","107","Toy_Tank.jpg","37","0","651"
