"group","subject","blockcode","trialcode","trialnum","values.stimulus","response","correct","latency"
"1","1","encoding","encoding","1","Toy_Zebra.jpg","0","0","2001"
"1","1","encoding","encoding","2","VGAport.jpg","Ctrl+'B'","1","1570"
"1","1","retrieval","old_objects","1","HandRake.jpg","0","0","2001"
"1","1","retrieval","old_objects","2","CrepeMaker.jpg","Ctrl+'B'","1","1750"
"1","1","demographics_block","gender","1","CrepeMaker.jpg","","1","1169"
"1","1","demographics_block","age","1","CrepeMaker.jpg","","1","1169"
"1","1","demographics_block","education","1","CrepeMaker.jpg","","1","1169"
"2","2","encoding","encoding","1","PoliceTape.jpg","37","0","1317"
"2","2","encoding","encoding","2","CoolingFan_Engine2.jpg","37","0","1412"
"2","2","encoding","encoding","3","Partition.jpg","36","0","764"
"2","2","encoding","encoding","4","MeatGrinder.jpg","37","0","1716"
"2","2","encoding","encoding","5","Toaster_Antique.jpg","0","0","2000"
"2","2","encoding","encoding","6","ShotGlassTray.jpg","37","0","1762"
"2","2","encoding","encoding","7","Bed_Hospital.jpg","36","0","785"
"2","2","encoding","encoding","8","Car_Sedan.jpg","36","0","674"
"2","2","encoding","encoding","9","Pencil.jpg","37","0","1001"
"2","2","encoding","encoding","10","Stove_Propane.jpg","37","0","1248"
"2","2","encoding","encoding","11","Cat.jpg","36","0","1464"
"2","2","encoding","encoding","12","Plum.jpg","37","0","936"
"2","2","encoding","encoding","13","Chair_Dining.jpg","36","0","727"
"2","2","encoding","encoding","14","Candy_Chocolate.jpg","37","0","934"
"2","2","encoding","encoding","15","SculptureMetalFish.jpg","37","0","1318"
"2","2","encoding","encoding","16","Cart_Janitor.jpg","36","0","1038"
"2","2","encoding","encoding","17","Ashtray_Cigarettes.jpg","37","0","900"
"2","2","encoding","encoding","18","Glass_bottle.jpg","37","0","1052"
"2","2","encoding","encoding","19","PaintRoller.jpg","37","0","1108"
"2","2","encoding","encoding","20","Glass_Beer.jpg","37","0","1124"
"2","2","encoding","encoding","21","Bird_Budgie.jpg","37","0","1170"
"2","2","encoding","encoding","22","SpaceShuttle.jpg","37","0","634"
"2","2","encoding","encoding","23","WindowBlinds.jpg","36","0","954"
"2","2","encoding","encoding","24","Toolbox_RedOpen.jpg","36","0","898"
"2","2","encoding","encoding","25","EnglishMuffin.jpg","37","0","865"
"2","2","encoding","encoding","26","Cup_Latte.jpg","37","0","776"
"2","2","encoding","encoding","27","SewingMachine.jpg","36","0","856"
"2","2","encoding","encoding","28","Nightstand.jpg","36","0","656"
"2","2","encoding","encoding","29","Bottle_BubbleBlower.jpg","37","0","887"
"2","2","encoding","encoding","30","Snail.jpg","37","0","854"
"2","2","encoding","encoding","31","Turtle.jpg","36","0","1134"
"2","2","encoding","encoding","32","Chair_Student.jpg","36","0","950"
"2","2","encoding","encoding","33","DustPan.jpg","37","0","925"
"2","2","encoding","encoding","34","Peppermill.jpg","37","0","732"
"2","2","encoding","encoding","35","EyeDrops.jpg","37","0","1043"
"2","2","encoding","encoding","36","DrillBit.jpg","37","0","884"
"2","2","encoding","encoding","37","MassageRoller.jpg","37","0","1042"
"2","2","encoding","encoding","38","Lock_Bike.jpg","37","0","1154"
"2","2","encoding","encoding","39","Sign_Airport.jpg","36","0","746"
"2","2","encoding","encoding","40","Stove_Camping.jpg","37","0","978"
"2","2","encoding","encoding","41","AlarmSystem.jpg","37","0","993"
"2","2","encoding","encoding","42","BunsenBurner.jpg","37","0","1424"
