"group","subject","blockcode","trialcode","trialnum","values.stimulus","response","correct","latency"
"3","3","encoding","encoding","1","Cabinet_Display.jpg","2","0","1892"
"3","3","encoding","encoding","2","Pouch_PotPourri.jpg","1","0","2793"
"3","3","encoding","encoding","3","Decoration_ChristmasWhite.jpg","1","0","2088"
"3","3","encoding","encoding","4","Fan_Straw.jpg","3","0","2346"
"3","3","encoding","encoding","5","Radish.jpg","1","0","1423"
"3","3","encoding","encoding","6","Puzzle_Animal.jpg","2","0","2482"
"3","3","encoding","encoding","7","Owl.jpg","4","0","1749"
"3","3","encoding","encoding","8","Wallet_ClosedBrown.jpg","1","0","1660"
"3","3","encoding","encoding","9","Cage_Bird.jpg","2","0","1738"
"3","3","encoding","encoding","10","Helmet_Motorcycle.jpg","1","0","1429"
"3","3","encoding","encoding","11","CameoPortrait.jpg","5","0","2388"
"3","3","encoding","encoding","12","Kneepad.jpg","1","0","2387"
"3","3","encoding","encoding","13","Bells_Christmas.jpg","1","0","1482"
"3","3","encoding","encoding","14","Blanket.jpg","2","0","1913"
"3","3","encoding","encoding","15","Shoes_Snowboarding.jpg","1","0","1838"
"3","3","encoding","encoding","16","Candy_Toffee.jpg","1","0","1601"
"3","3","encoding","encoding","17","InflatableSleepingBag.jpg","1","0","1431"
"3","3","encoding","encoding","18","Balalaika.jpg","2","0","2247"
"3","3","encoding","encoding","19","DrinkShaker.jpg","0","0","3000"
"3","3","encoding","encoding","20","Makeup_Eyeshadow.jpg","3","0","2939"
"3","3","encoding","encoding","21","Chair_BeanBag.jpg","2","0","2081"
"3","3","encoding","encoding","22","Steeple.jpg","2","0","1956"
"3","3","encoding","encoding","23","Speaker_OnStand.jpg","1","0","1944"
"3","3","encoding","encoding","24","Card_TwoSpade.jpg","1","0","1704"
"3","3","encoding","encoding","25","Napkin_Single.jpg","1","0","1478"
"3","3","encoding","encoding","26","Spoon_Sugar.jpg","2","0","1739"
"3","3","encoding","encoding","27","Frame_Oval.jpg","4","0","2182"
"3","3","encoding","encoding","28","Dice.jpg","1","0","1476"
"3","3","encoding","encoding","29","MovieSlate.jpg","4","0","2053"
"3","3","encoding","encoding","30","Ball_Squashball.jpg","1","0","2812"
"3","3","encoding","encoding","31","Tag_Price.jpg","1","0","1781"
"3","3","encoding","encoding","32","Booties_Blue.jpg","1","0","1631"
"3","3","encoding","encoding","33","PillBottle_Spilled.jpg","2","0","2232"
"3","3","encoding","encoding","34","Flower_Basket.jpg","2","0","1986"
"3","3","encoding","encoding","35","Crib_Basket.jpg","1","0","1590"
"3","3","encoding","encoding","36","Mat_Bamboo.jpg","1","0","1649"
