"group","subject","blockcode","trialcode","trialnum","values.stimulus","response","correct","latency"
"2","2","encoding","encoding","1","MovieSlate.jpg","0","0","2001"
"2","2","encoding","encoding","2","Artichoke.jpg","0","0","2001"
"2","2","encoding","encoding","3","HorseshoeCrab.jpg","0","0","2001"
"2","2","encoding","encoding","4","Speaker_Single.jpg","0","0","2001"
"2","2","encoding","encoding","5","Buffalo.jpg","0","0","2001"
"2","2","encoding","encoding","6","Pickaxe.jpg","Ctrl+'B'","0","0"
"2","2","retrieval","new_objects","1","Glove_Baseball.jpg","0","0","2001"
"2","2","retrieval","new_objects","2","Flower_Hibiscus.jpg","0","0","2001"
"3","3","encoding","encoding","1","Tray_Muffin.jpg","0","0","2001"
"3","3","encoding","encoding","2","Vase_EarthToned.jpg","0","0","2001"
"3","3","encoding","encoding","3","Box_Wine.jpg","0","0","2001"
"3","3","encoding","encoding","4","Hubcap.jpg","0","0","2001"
"3","3","encoding","encoding","5","Broccoli.jpg","Ctrl+'B'","1","570"
"3","3","retrieval","old_objects","1","Almond.jpg","0","0","2001"
"3","3","retrieval","new_objects","2","Bagel.jpg","Ctrl+'B'","1","658"
"3","3","demographics_block","gender","1","Bagel.jpg","","1","903"
"3","3","demographics_block","age","1","Bagel.jpg","","1","903"
"3","3","demographics_block","education","1","Bagel.jpg","","1","903"
"3","3","worker_id_block","worker_id_textbox","1","Bagel.jpg","","1","247"
"4","4","encoding","encoding","1","CameoPortrait.jpg","0","0","2000"
"4","4","encoding","encoding","2","Paddle_Canoe.jpg","36","0","1140"
"4","4","encoding","encoding","3","Chair_Car.jpg","36","0","932"
"4","4","encoding","encoding","4","Barrel_Wine.jpg","36","0","921"
"4","4","encoding","encoding","5","HairClipper.jpg","37","0","875"
"4","4","encoding","encoding","6","Heater_Outdoor.jpg","36","0","953"
"4","4","encoding","encoding","7","Lollipop_Rainbow.jpg","37","0","953"
"4","4","encoding","encoding","8","HorseshoeCrab.jpg","37","0","1340"
"4","4","encoding","encoding","9","Stroboscope.jpg","36","0","1363"
"4","4","encoding","encoding","10","Toy_FigurineEngineer.jpg","37","0","991"
"4","4","encoding","encoding","11","Buffalo.jpg","36","0","803"
"4","4","encoding","encoding","12","Noisemaker_Streamers.jpg","37","0","1124"
"4","4","encoding","encoding","13","JuicerCitrus.jpg","37","0","971"
"4","4","encoding","encoding","14","Helmet_Football.jpg","36","0","898"
"4","4","encoding","encoding","15","PencilCase.jpg","37","0","807"
"4","4","encoding","encoding","16","Rake_Long.jpg","36","0","1098"
"4","4","encoding","encoding","17","Flower_Crane.jpg","37","0","790"
"4","4","encoding","encoding","18","Flower_Basket.jpg","36","0","992"
"4","4","encoding","encoding","19","Heater_Infrared.jpg","36","0","1507"
"4","4","encoding","encoding","20","Jar_Empty.jpg","37","0","955"
"4","4","encoding","encoding","21","Grill_Gas.jpg","36","0","685"
"4","4","encoding","encoding","22","Computer_ExpansionCard.jpg","37","0","1022"
"4","4","encoding","encoding","23","Toy_GasPump.jpg","36","0","1352"
"4","4","encoding","encoding","24","Jetski.jpg","36","0","866"
"4","4","encoding","encoding","25","Bandage_Adhesive.jpg","37","0","708"
"4","4","encoding","encoding","26","Keyhole.jpg","37","0","1426"
"4","4","encoding","encoding","27","Dress_Blue.jpg","36","0","1114"
"4","4","encoding","encoding","28","Steam_Cleaner.jpg","37","0","1564"
"4","4","encoding","encoding","29","Yarmulke.jpg","37","0","1576"
"4","4","encoding","encoding","30","Makeup_Mascara.jpg","37","0","890"
"4","4","encoding","encoding","31","VacuumHead.jpg","37","0","1021"
"4","4","encoding","encoding","32","Toy_Car.jpg","36","0","1022"
"4","4","encoding","encoding","33","Foam_Accoustic.jpg","37","0","1660"
"4","4","encoding","encoding","34","SundaeBanana.jpg","37","0","1965"
"4","4","encoding","encoding","35","Toy_BearBluePlushie.jpg","37","0","1496"
"4","4","encoding","encoding","36","Corkboard.jpg","36","0","1712"
"4","4","encoding","encoding","37","Almond.jpg","37","0","1299"
"4","4","encoding","encoding","38","Toy_Train.jpg","36","0","1435"
"4","4","encoding","encoding","39","Nuts_Pecan.jpg","37","0","954"
"4","4","encoding","encoding","40","Ruler_Wooden.jpg","0","0","2000"
"4","4","encoding","encoding","41","Whip.jpg","37","0","1724"
"4","4","encoding","encoding","42","Pickaxe.jpg","36","0","1049"
"4","4","encoding","encoding","43","DeepFryer.jpg","36","0","1513"
"4","4","encoding","encoding","44","Hat_Cowboy.jpg","37","0","848"
"4","4","encoding","encoding","45","Ladle.jpg","37","0","1075"
"4","4","encoding","encoding","46","Sign_Caution.jpg","36","0","750"
"4","4","encoding","encoding","47","House_Doll.jpg","36","0","876"
"4","4","encoding","encoding","48","Hat_Beanie.jpg","37","0","740"
"4","4","encoding","encoding","49","Shoes_DutchClogs.jpg","36","0","1335"
"4","4","encoding","encoding","50","Cast.jpg","37","0","1178"
"4","4","encoding","encoding","51","Speaker_Single.jpg","36","0","1462"
"4","4","encoding","encoding","52","Case_DVD.jpg","37","0","803"
"4","4","encoding","encoding","53","Sphinx.jpg","36","0","733"
"4","4","encoding","encoding","54","Desk_School.jpg","36","0","907"
"4","4","encoding","encoding","55","Light_Traffic.jpg","36","0","984"
"4","4","encoding","encoding","56","ComputerKey_Escape.jpg","37","0","1014"
